,Internet Explorer 7.0　アクセシビリティサポーテッド検証結果 [等級A]  2012年5月版,,,,,記号の説明,,,,,
,＊ この検証結果は、ウェブアクセシビリティ基盤委員会 実装ワーキンググループ（WG2）が提供する参考情報であり、予告なく変更されることがあります。,,,,,○,サポートあり,,,,
,＊ この情報をご利用になる前に、ライセンス（利用許諾条項）と免責事項を必ずご確認ください。,,,,,△,一部サポート,,,,
,＊最新版は、ウェブアクセシビリティ基盤委員会のサイトでご確認ください（http://waic.jp/docs/jis2010/as.html）。,,,,,×,サポートなし,,,,
,,,,,,？,判定できず,,,,
,,,,,,-,テスト不要（N/A）,,,,
,"Windows Vista, Internet Explorer 7.0, 支援技術なし",,,,,,,,,,
,"テストファイル
No.","検証結果
○/△/×/?/-",操作手順,判断軸・不安要素,,,,,,,
,C6,○,左側に野菜の見出しときゅうり・なす・大根のテキストが、右側に果物の見出しとりんご・みかんのテキストが表示される,,,,,,,,
,C7,○,ワシントンは、経済成長を促すためのプランを発表しました」が通常のテキストで表示され、その右に「全文」だけがリンクで表示されている。,,,,,,,,
,C8,○,東　京　都　と一時スペースが空いて表示される。,,,,,,,,
,C9-1,○,ユーザー補助設定で「webページで指定した色を使用しない」のチェックボックスを外すと、背景が表示されない状態になる。文字サイズを変更したり、ハイコントラストを設定した状態でも文字を認識することは可能,,,,,,,,
,C9-2,○,マウスを「経済産業省」の上に置くと、テキストの背景の色がオレンジ色に変わる,,,,,,,,
,C9-3,○,"ユーザー補助設定で以下のチェックを有効にして検証
・Webページで指定された色を使用しない
・Webページで指定されたフォントスタイルを使用しない
・Webページで指定されたフォントサイズを使用しない
１．背景画像が非表示になった
２．文字を最大に、ハイコントラストの設定をしてから、上記のチェックを有効にしてみたら、文字のサイズとハイコントラスト設定に影響はなかった。
",,,,,,,,
,G1-1,△,リンクの「メインコンテンツへスキップ」は表示されるが、そこで押下するとフォーカスが消えて、Tabを押すと再びフォーカスが戻る。,,,,,,,,
,G1-2,△,Tab移動するとリンクの「メインコンテンツへスキップ」は表示されるが、そこで押下するとフォーカスが消えて、Tabを押すと再びフォーカスが戻る。,,,,,,,,
,G14-1,-,テスト不要,,,,,,,,
,G14-2,-,テスト不要,,,,,,,,
,G14-3,-,テスト不要,,,,,,,,
,G14-4,-,テスト不要,,,,,,,,
,G21,○,Tabを押してゆくと「HTMLのリンク1」→「富士通トップページへ」→「HTMLのリンク2」に移動することができる。,Flash ver10.0.22.87にて実施,,,,,,,
,G53,-,テスト不要,,,,,,,,
,G88-1,○,リンク先にジャンプすると、タイトルに『自己適合宣言｜ウェブアクセシビリティ基盤委員会』が表示される,,,,,,,,
,G90-1,○,"1.マウス操作：ボタン画像をクリックすると画像が切り替わる。
2.キーボード操作：ボタン画像をenterで押下すると画像が切り替わる。
",,,,,,,,
,G90-2,○,"1.マウス操作：ボタン画像をクリックしてマウスを元に戻す時に画像が切り替わっている。
2.キーボード操作：ボタン画像にフォーカスをあててenterなどで押下してキーを元に戻した時に、画像が切り替わる。",,,,,,,,
,G90-3,○,"1.マウス操作：ボタン画像にマウスポインタをマウスオーバーすると画像が切り替わる。
2.キーボード操作：ボタン画像にフォーカスを移動させると画像が切り替わる・",,,,,,,,
,G90-4,○,"1.マウス操作：ボタン画像にマウスポインタを乗せた後はずすと画像が切り替わる。
2.キーボード操作：ボタン画像にフォーカスを移動させた後、フォーカスを外すと画像が切り替わる。",,,,,,,,
,G90-5,○,"1.マウス操作：ボタン画像をクリックすると画像が切り替わる。
2.キーボード操作：ボタン画像をenterなどで押下すると画像が切り替わる。",,,,,,,,
,G91,○,マウスでもキーボードでもリンク先にジャンプすると「東京駅構内の最新ルート」に進む。,,,,,,,,
,G96-1,-,テスト不要,,,,,,,,
,G96-2,-,テスト不要,,,,,,,,
,G96-3,-,テスト不要,,,,,,,,
