,H048-2,△,"■操作手順
１．ページ全文読みモードでは、特に項目数は読み上げなかった。
２．1行読みでは、ページに遷移してそのまま↓を押すと、「牛乳」「卵」「バター」と読み上げる。　エクセルなど他のウィンドウをアクティブにした後、テストファイルに戻ると↓ごとに、「牛乳  リスト項目 3ぶんの1」「卵  リスト項目 3ぶんの2　」「バター　 リスト項目 3ぶんの3」と読み上げた。
■音声読み上げ
「牛乳　卵　バター」",,,,,,,,,
,H048-3,×,"■操作手順
単に表記どおり「点滅　一秒間に3～5回点いたり消えたりすること。」と読み上げる。（全文、行読みともに）
■音声読み上げ
「点滅　一秒間に3～5回点いたり消えたりすること。」",,,,,,,,,
,H049-1,△,"■操作手順
１．ページ全文読みモードでは、特に強調した読み方はしていない。
２．1行読みでは、em、strongでマークアップした箇所の手前で読み上げが止まり、更に↓を押すと、マークアップしたテキストに”強調”という読み上げが加わる。
■音声読み上げ
１．「彼女が本当に言いたかったのは、""これは良いどころではなく、むしろ素晴らしい""ということだった」
２．「...彼女が」「本当に 強調」「言いたかったのは、""これは良いどころではなく、むしろ」「素晴らしい 強調...」「""ということだった！...」",・em、strongともに「強調」と同じトーンで読み上げられるため、区別はつかない。,,,,,,,,
,H049-2,×,"■操作手順
cite、blockquoteともに、特に引用がわかる読み方はしていない。
■音声読み上げ
「次の文章は、ヘレンケラーのわが人生の物語からの引用です。
ここが引用されているブロックです。ここが引用されているブロックです。ここが引用されているブロックです。ここが引用されているブロックです。ここが引用されているブロックです。ここが引用されているブロックです。」",,,,,,,,,
,H049-3,×,"■操作手順
引用を示す読み上げはしていない。1行読みモードで「↓」キーを押していくと、「トジダブルクオーテーション」と読み上げたが、テキストの「”」を読み上げたもの。
■音声読み上げ
「ヘレン・ケラーは言いました、トジダブルクオーテーション　自己憐憫は私たちの最悪の敵です。もし、それに自らを委ねるなら、 私たちは世の中で決して賢明なことができないでしょう。トジダブルクオーテーション」",,,,,,,,,
,H049-4,△,"■操作手順
1. ""Zn2+""が「ゼット エヌ ニ プラス」と読み上げた。
2. ""H2O""が「エイチ ツー オー」と読み上げなかった。
■音声読み上げ
「Zn（ゼット エヌ） 2（ニ） +（プラス）」
「H2O（エイチ ニ オー）」","1：○
2：×
左記は全文読みで読み上げた場合。
一文ずつ読み上げると、下記のように読み上げる。
「Zn（ゼット エヌ） 2+（ニ プラス）上付き」
「H（エイチ） 2（ニ）下付き O（オー）」",,,,,,,,
,H050-1,×,"■操作手順
1度ウィンドウを切り替えると、
１．１行読みモードの↓を押していくと、「キッチン、未訪問のリンク　リスト項目 5ぶんの1」とリストとしてマークアップされていることが示される。（ただし、読み上げられる場合と読み上げられない場合がある。H50を開いてそのままでは、リスト項目は読み上げられない。）
２．Shift+Alt+↓／↑で異なる属性項目にジャンプできる。これにより、リストの１項目目の次にShift+Alt+↓を押すと、「検索機能・・・」のテキストに移動できる。

■音声読み上げ
１．「製品カテゴリ」「キッチン、未訪問のリンク　リスト項目 5ぶんの1」「ベッドルーム・浴室、未訪問のリンク　リスト項目 5ぶんの2」「ダイニング、未訪問のリンク　リスト項目 5ぶんの3」「照明、未訪問のリンク　リスト項目 5ぶんの4」「収納、未訪問のリンク　リスト項目 5ぶんの5」」「検索機能もご利用いただけます。」
２．「キッチン、未訪問のリンク」「検索機能もご利用いただけます。」
",,,,,,,,,
,H050-2,×,"■操作手順
１．「メインメニュー」は読み上げない。
２．「ホーム」でShift+Alt+↓ｊを押すと、検索との間の　][　に移動する。
　　リンクをブロックとして読み飛ばすことはできない。
■音声読み上げ
「ホーム、未訪問のリンク」「無音（] [ ）」「検索、未訪問のリンク」「無音（] [ ）」「更新情報、未訪問のリンク」「無音（] [ ）」「サイトマップ、未訪問のリンク」",,,,,,,,,
,H051,×,"■操作手順
１．読み上げがテーブル内に入ったときに、Ctr+Tでテーブル読み上げ機能を有効にする。「↓」キーを押すと、「R3C2、ドリー先生」と読み上げた。
２．→キーを押すと、「R3C5、再度サムと会う」と読み上げた。
３．上下左右矢印キーでセルを移動すると、「R1C2テーブルヘッダー月曜」のようにセルの何列めか何行目かを読み上げ、続いてヘッダーの場合はテーブルヘッダー　見出しの内容を読み上げる。
■音声読み上げ
・Crtl+Shift+Aキーでテーブル全体の内容を読み上げる（テーブルの大きさ「3行6列。」に続き、一行目から「テーブルヘッダー　テーブルヘッダー　月曜日」「テーブルヘッダー　テーブルヘッダー　火曜日」・・・、「テーブルヘッダー　テーブルヘッダー　8時9時」「サムと会う」・・・とセルの内容のあるセルのみ順番に読み上げる。
・上下矢印キーで移動すると、セルの内容を「R2C1。サムと会う」のように、セルの位置と内容だけを読み上げる。テーブルヘッダーの内容は読み上げない。
",,,,,,,,,
,H053-1,○,"■操作手順
表記どおり、「ここには、オブジェクトとその動作についての説明が入ります。」と読み上げられた。
■音声読み上げ
「ここには、オブジェクトとその動作についての説明が入ります。」",,,,,,,,,
,H053-2,○,"■操作手順
「↓」キーを押していくと、「画像  富士通」と読み上げた。
■音声読み上げ
「画像  富士通」",,,,,,,,,
,H053-3,×,"■操作手順
ページ全文読み、1行読みのどちらの読み方でも、テスト開始からテスト終了までの間、何も読み上げなかった。
■音声読み上げ
なし",,,,,,,,,
,H056,×,"■操作手順
見た目通りに読み上げない。
■音声読み上げ
「 数字を並べます。「　。6789、5 4 3 2 1　」昇順になっているはずです。」　　
",,,,,,,,,
,H057-1,-,,デフォルトのFocus Talkには、英語のエンジンは搭載されていない。,,,,,,,,
,H057-2,-,,デフォルトのFocus Talkには、英語のエンジンは搭載されていない。,,,,,,,,
,H057-3,-,,デフォルトのFocus Talkには、英語のエンジンは搭載されていない。,,,,,,,,
