,NVDA 2010.1j　アクセシビリティサポーテッド検証結果 [等級A]  2012年4月版,,,,,記号の説明,,,
,＊ この検証結果は、ウェブアクセシビリティ基盤委員会 実装ワーキンググループ（WG2）が提供する参考情報であり、予告なく変更されることがあります。,,,,,○,サポートあり,,
,＊ この情報をご利用になる前に、ライセンス（利用許諾条項）と免責事項を必ずご確認ください。,,,,,△,一部サポート,,
,＊最新版は、ウェブアクセシビリティ基盤委員会のサイトでご確認ください（http://waic.jp/docs/jis2010/as.html）。,,,,,×,サポートなし,,
,,,,,,？,判定できず,,
,,,,,,-,テスト不要（N/A）,,
,"Windows 7 , Mozilla Firefox 3.6.3 , NVDA 2010.1j",,,,,,,,
,"テストファイル
No.","検証結果
,G096-3,○,"■操作手順
1. 下矢印キーを押して移動することで、位置（右下）が分からなくても、「プレビュー」ボタンを見つけることができた。
■音声読み上げ
「リンク画像　プレビュー」",,,,,,
,G107,○,"■操作手順
1. Kキーを押してリンク「用語解説 (新しいウィンドウで表示)」にフォーカスを移動させただけでは何も起こらずに、リンクを押下したときだけリンク先が別のタブで開いた。
■音声読み上げ
「用語解説 (新しいウィンドウで表示)」",,,,,,
,G108,○,"■操作手順
1. Eキーを用いてテキストフィールドにフォーカスを移動させた際に、テキストフィールドであること及びtitle属性値「検索キーワードを入力」が読み上げられた。
2. [検索]ボタンにフォーカスを移動させた際に、ボタンであること及びvalue属性値「検索」が読み上げられた。
■音声読み上げ
「検索キーワードを入力　エディットオートコンプリート付
検索ボタン」",,,,,,
,G115-1,○,"■操作手順
Kキーを押して、リンク項目「ダウンロードページ」というリンクに移動することができた。
■音声読み上げ
「リンクダウンロードページ」",,,,,,
,G115-2,△,"■操作手順
1. cite要素でマークアップされた「吾輩は猫である」を、引用元として認識して読み上げることができなかった。
2. blockquote要素でマークアップされた部分は、「引用」～「引用終了」というメッセージとともに読み上げられた。
■音声読み上げ
「引用 吾輩は猫である。名前はまだ無い。
どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれは書生という人間中で一番獰悪な種族であったそうだ。この書生というのは時々我々を捕えて煮て食うという話である。しかしその当時は何という考もなかったから別段恐しいとも思わなかった。 引用終了」",,,,,,
,G115-3,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「ギアがニュートラルにあることを確認してください」",,,,,,
,G115-4,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「...彼女が本当に言いたかったのは、""これは良いどころではなく、むしろ素晴らしい""ということだった！...」",,,,,,
,G115-5,×,"■操作手順
該当項目は通常の本文と同じように読み上げられた。
■音声読み上げ
「そのプレー対する痛烈な批評は、少々厳しすぎるように思われました。」",,,,,,
,G117,○,"■操作手順
それぞれの製品Bにフォーカスを移動したところ、付加情報を含めて読み上げられた。
■音声読み上げ
「製品 B（新製品）
製品 B（特価品）
製品 B（注目商品）
製品 B（生産中止）」",,,,,,
,G122,○,"■操作手順
「お名前」のエディットフィールドに移動した際、「必須」というメッセージも読み上げられた。
■音声読み上げ
「お名前　(必須):　オートコンプリート付」",,,,,,
,G123-4a,○,"■操作手順
1. 「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
2. 「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
3. 「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。
■音声読み上げ
「サブ ナビゲーションをスキップ
ウルトラ サブ ナビゲーションをスキップ
アクセシビリティ」",,,,,,
,G123-4b,○,"■操作手順
1. 「メイン ナビゲーションをスキップ」を押下した後、Tabキーを押すと「サブ ナビゲーションをスキップ」にフォーカスが移動した。
2. 「サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すと「ウルトラ サブ ナビゲーションをスキップ」にフォーカスが移動した。
3. 「ウルトラ サブ ナビゲーションをスキップ」を押下した後、Tabキーを押すとリンク「アクセシビリティ」にフォーカスが移動した。
■音声読み上げ
「サブ ナビゲーションをスキップ
ウルトラ サブ ナビゲーションをスキップ
アクセシビリティ」",,,,,,
,G124-1,○,"■操作手順
1. スキップリンク「メインコンテンツへスキップ」を押下した後、次にTabキーを押下したところリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
2. スキップリンク「検索ボックスへスキップ」を押下した後、次にTabキーを押下したところ検索のテキストフィールドにフォーカスが移動した。
3. スキップリンク「メインメニューへスキップ」を押下した後、次にTabキーを押下したところリンク「このサイトについて」にフォーカスが移動した。
■音声読み上げ
「メインコンテンツにあるリンク　リンク
検索エディットオートコンプリート付き　空行
このサイトについて　リンク」",,,,,,
,G124-2,○,"■操作手順
1. スキップリンク「メインコンテンツへスキップ」を押下した後、次にTabキーを押下したところリンク「メインコンテンツにあるリンク」にフォーカスが移動した。
2. スキップリンク「検索ボックスへスキップ」を押下した後、次にTabキーを押下したところ検索のテキストフィールドにフォーカスが移動した。
3. スキップリンク「メインメニューへスキップ」を押下した後、次にTabキーを押下したところリンク「このサイトについて」にフォーカスが移動した。
■音声読み上げ
「メインコンテンツにあるリンク　リンク
検索エディットオートコンプリート付き　空行
このサイトについて　リンク」",,,,,,
,G138,△,"■操作手順
1. 「件名」及び「お名前」のテキストフィールドを読み上げる際に、「[必須]」もあわせて読み上げられた。
2. strong要素でマークアップされた「[必須]」が、強調されていることが分かるように読み上げられなかった。
■音声読み上げ
「件名 [必須]： エディットオートコンプリート付
お名前 [必須]： エディットオートコンプリート付」",,,,,,
,G187,-,テスト不要,,,,,,
,G196-1,○,"■操作手順
下矢印キーで移動すると「評価： 5つ星中、星3個」と読み上げられた。
■音声読み上げ
「評価：画像 5つ星中、星3個」",,,,,,
,G196-2,○,"■操作手順
1. それぞれの代替テキスト「A」、「AA」、「AAA」が読み上げられた。
■音声読み上げ
「画像A
画像AA
画像AAA」",,,,,,
,H002-1,○,"■操作手順
Kキーなどリンク項目にフォーカスを移動させた際、「富士通公開サイト」というリンクテキストが読み上げられた。
■音声読み上げ
「富士通公開サイト」",,,,,,
,H002-2,○,"■操作手順
Kキーなどを用いてリンク項目にフォーカスを移動させたところ、「富士通株式会社公式サイト」と読み上げられた
■音声読み上げ
「画像富士通株式会社公式サイト」",,,,,,
,H004-1,○,"■操作手順
1.Tabキーを押下すると、指定された順序でフォーカスが移動した。
■音声読み上げ
「夫の姓　エディットオートコンプリート付空行
3行2列　夫の名　エディットオートコンプリート付空行
4行2列　夫の出身地　エディットオートコンプリート付空行
2行3列　妻の姓　エディットオートコンプリート付空行
3行3列　妻の名　エディットオートコンプリート付空行
4行3列　妻の出身地　エディットオートコンプリート付空行」",,,,,,
,H004-2,○,"■操作手順
タブキーで移動したとき、指定された順番でコンテンツが読み上げられた。
■音声読み上げ
「エディットオートコンプリート付　空行
検索ボタン
リスト3項目　携帯サイト　リンク
サイトマップ　リンク」",,,,,,
,H004-3a,○,"■操作手順
1. キーボード操作：Tabキーでフォーカスを移動させると、指定された順序で移動して読み上げられた。
■音声読み上げ
「リンク 1　リンク
リンク 3　リンク
リンク 2　リンク
リンク 4　リンク」",,,,,,
,H004-3b,○,"■操作手順
1. キーボード操作：Tabキーでフォーカスを移動させると、指定された順序で移動して読み上げられた。
■音声読み上げ
「リンク 1　リンク
リンク 2　リンク
リンク 21　リンク
リンク 3　リンク
リンク 20　リンク」
",,,,,,
,H024,○,"■操作手順
「テスト開始」と読まれた次の行に下矢印キーを使って移動すると、「S棟（ソリューション棟）」、「O棟（オフィス棟）」、「C棟（共通棟）」の順に読み上げられた。
■音声読み上げ
「画像リンク S棟 ソリューション棟　リンク オフィス棟　既読リンク C棟 共通棟」",,,,,,
,H025,○,"■操作手順
ページが開かれた時、「ワールドワイドウェブコンソーシアム」と読み上げられた。
■音声読み上げ
「ワールドワイドウェブコンソーシアム」",,,,,,
,H030-1,○,"■操作手順
Kキーでリンクにフォーカスした際、「首相官邸ホームページ」と読み上げられた。
■音声読み上げ
「首相官邸ホームページリンク」",,,,,,
,H030-2,○,"■操作手順
リンク項目にフォーカスを移動した際、「リンク画像東京駅構内の最新のルート」と読み上げられた。
■音声読み上げ
「リンク画像東京駅構内の最新のルート」",,,,,,
,H030-3,○,"■操作手順
リンク項目にフォーカスを移動した際、「リンク東京駅構内の最新のルート」と読み上げられた。
■音声読み上げ
「リンク東京駅構内の最新のルート」",,,,,,
,H030-4,○,"■操作手順
Kキーでリンクにフォーカスした際、「首相官邸ホームページ」と読み上げられた。
■音声読み上げ
「首相官邸ホームページリンク」",,,,,,
,H030-5,○,"■操作手順
リンク項目にフォーカスを移動させた際、「施設ご利用の手引き 画像PDFファイル」と読み上げられた。
■音声読み上げ
「施設ご利用の手引き 画像PDFファイル」",,,,,,
,H032-1,○,"■操作手順
Bキーを押して「申し込む」ボタンに移動し、Enterキーをを押下したところ、ページが遷移した。
■音声読み上げ
「404 not found」",,,,,,
,H032-2,○,"■操作手順
1. セレクトメニューで選択肢を選んだだけでは何も起こらず、[選択したページへ移動する]ボタンを押下した後選択したページへリダイレクトされた。
■音声読み上げ
「チュートリアル」",,,,,,
,H033-1,×,"■操作手順
Kキーを用いてリンクにフォーカスすると、「富士通」だけが読み上げられた。
■音声読み上げ
「既読リンク富士通」",,,,,,
,H033-2,×,"■操作手順
1. リンク「富士通 公開サイト」にフォーカスを移動させた際に、リンクテキスト「富士通 公開サイト」のみが読み上げられた。
■音声読み上げ
「リンク富士通 公開サイト」",,,,,,
,H035,○,"■操作手順
ページを開くと、三目並べゲーム(applet要素のボディ)と読み上げられた。
■音声読み上げ
「H35のサンプル　三目並べゲーム(applet要素のボディ)」",,,,,,
,H036,○,"■操作手順
送信ボタンにフォーカスを移動させた際、「送信ボタン」と読み上げられた。
■音声読み上げ
「送信ボタン」",,,,,,
,H037-1,○,"■操作手順
リンクテキストにフォーカスを移動させた際、「東京駅構内図を見る」と読み上げられた。
■音声読み上げ
「東京駅構内図をみる」",,,,,,
,H037-2,×,"■操作手順
「テスト開始」と読み上げられたところで下矢印キーを押したところ、続けて「テスト終了」と読み上げられた。
■音声読み上げ
「テスト開始　テスト終了」",,,,,,
,H039,○,"■操作手順
Tキーでテーブルにフォーカスを移動させた際、「テーブル3行6列のテーブル3月6日の週の予定」と読み上げられた。
■音声読み上げ
「テーブル3行6列のテーブル　3月6日の週の予定」",,,,,,
,H042,○,"■操作手順
ページを開くと、まず「サイト内ナビゲーション」が読まれ、Hキーを押すと次の見出しである「本日の株式市場」へ移動して読み上げた。さらにHキーを押すと、「関連リンク」見出しに移動して、見出しレベルとともに読み上げた。
■音声読み上げ
「サイト内ナビゲーション見出しレベル２　本日の株式市場見出しレベル１　関連リンク見出しレベル２」",,,,,,
,H043,×,"■操作手順
Ctrl+Alt+左右矢印キーでセル間を移動した際、移動先のセルの内容は読み上げられるが、関連する見出しなどは読み上げられなかった。
■音声読み上げ
「1列15%　2列5%　3列15%」",,,,,,
,H044-1,○,"■操作手順
テキストフィールドにフォーカスを移動すると「お名前エディットオートコンプリート付空行」と読み上げ、自動的にフォーカスモードに変更された。
■音声読み上げ
「お名前　エディット オートコンプリート付」",,,,,,
,H044-2,○,"■操作手順
Xキーによりチェックボックスにフォーカスを移動すると、「HTMLチェックボックスチェック」と読み上げた。
■音声読み上げ
「HTML チェックボックス チェック」",,,,,,
,H044-3,○,"■操作手順
ラジオボタンにフォーカスを移したとき、ラジオボタンがそれぞれのラベルとともに読み上げられた。
■音声読み上げ
「チョコレートタイプラジオボタンチェックなし　クリームたっぷりタイプラジオボタンチェックなし　はちみつがけタイプラジオボタンチェックなし」",,,,,,
,H045,×,"■操作手順
代替テキスト「会員数の遷移グラフ」は読み上げられるものの、longdesc属性に関する読み上げはなかった。
■音声読み上げ
「画像会員数の遷移グラフ」",,,,,,
,H048-1,○,"■操作手順
下矢印キーでリストに移動したとき、リストの前に「リスト2項目」と読み上げ、リストの中ではそれぞれの項目の前に番号を読み上げた。
■音声読み上げ
「リスト2項目　1 ボウルにたまごと牛乳を入れ、混ぜます。
2 塩とコショウを加えます。」
",,,,,,
,H048-2,○,"■操作手順
下矢印キーによりリスト項目を読み上げる前に、リスト3項目と読み、牛乳卵バターと読み上げ、最後にリスト終了と読み上げた。
■音声読み上げ
「リスト3項目、牛乳卵バター、リスト終了」",,,,,,
,H048-3,×,"■操作手順
下矢印キーで定義リストに移動しても、リストであることが通知されない。
■音声読み上げ
「点滅
一秒間に3～5回点いたり消えたりすること」
",,,,,,
,H049-1,×,"■操作手順
テキストを読み上げさせても、通常のテキストと変わりなく読み上げられる。
■音声読み上げ
「彼女が本当に言いたかったのは これは良いどころではなく むしろ素晴らしいということだった」

",,,,,,
,H049-2,△,"■操作手順
「わが人生の物語」は本文と同じように読み上げるが、「ここが引用されているブロックです…」はその前に「引用」と読み上げ、引用終了後には「引用終了」と読み上げる。
■音声読み上げ
「次の文章は、ヘレンケラーのわが人生の物語からの引用です　引用　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　ここが引用されているブロックです　引用終了」",,,,,,
,H049-3,×,"■操作手順
矢印キーを使って行を読み上げたが、通常のテキストと引用文の区別ができなかった。
■音声読み上げ
「ヘレン・ケラーは言いました、 ""自己憐憫は私たちの最悪の敵です。もし、それに自らを委ねるなら、 私たちは世の中で決して賢明なことができないでしょう。""」","引用文を囲んでいる"" ""（引用符）は、左右の矢印キーで移動するときには読み上げることができるが、上下の矢印キーで移動する際は読み上げられなかった。",,,,,
,H049-4,×,"■操作手順
1. ""Zn2+""が「ゼット エヌ ニ プラス」と読み上げられた。
2. ""H2O""はが「エイチ ニ オー」と読み上げられた
■音声読み上げ
",,,,,,
,H050-1,×,"■操作手順
矢印キーまたはLキーを使ってリストに移動し、リストがあることは把握できるが、リストをスキップすることはできなかった。
■音声読み上げ
「リスト9項目
リンクキッチン　リンクベッドルーム・浴室　リンクダイニング　リンク照明　リンク収納」
",,,,,,
,H050-2,×,"■操作手順
map要素のtitle属性値「メインメニュー」を読み上げることができなかった。また、4つのリンク項目を読み飛ばすことはできなかった。
■音声読み上げ
「[リンクホーム]　[リンク検索]　[リンク更新情報]　[リンクサイトマップ] 」
",,,,,,
,H051,×,"■操作手順
サムと会うと読まれるセルに上下カーソルキーを使って移動し、Ctrl+Alt+下矢印を押したところ、ドリー先生と読み上げられた。
さらに、ウィリアムズ医師セルに移動してCtrl+Alt+右矢印を押したところ、再度サムと会うと読み上げられた。
■音声読み上げ
「サムと会う　3行ドリー先生　ウィリアムズ医師　5列再度サムと会う」",,,,,,
,H053-1,○,"■操作手順
テスト開始と読まれる見出しのところで下矢印キーを押すと、「ここには、オブジェクトとその動作についての説明が入ります」と読まれた。
■音声読み上げ
「ここには　オブジェクトとその動作についての説明が入ります」",,,,,,
,H053-2,○,"■操作手順
「画像　富士通」と読み上げられた。
■音声読み上げ
「画像　富士通」",,,,,,
,H053-3,×,"■操作手順
「テスト開始」と「テスト終了」の間を矢印キーで移動すると、「空行」と読み上げられ、代替テキストは確認できなかった。
■音声読み上げ
「空行」",,,,,,
,H056,×,"■操作手順
「」内の数字は、6789 5 4 3 2 1と読み上げられた。
■音声読み上げ
「数字を並べます。「。6789、5 4 3 2 1」 昇順になっているはずです。」
",,,,,,
,H057-1,-,テスト不要,,,,,,
,H057-2,-,テスト不要,,,,,,
,H057-3,-,テスト不要,,,,,,
,H063,×,"■操作手順
1. 同じ行にあるデータセルからデータセルへ移動した際（例：「クリーブ・ロイド」から「410-306-1420」へ移動した際）、移動した先のセルの列見出し（例：「電話」）は一緒に読み上げられなかった。
2. 同じ列にあるデータセルからデータセルへ移動した際（例：「ヒューストン」から「ピッツバーグ」へ移動した際）、移動した先のセルの行見出し（例：「友人」と「ジョエル・ガーナー」）は一緒に読み上げられなかった。
■音声読み上げ
1. 「410-306-1420」
2. 「ピッツバーグ」",,,,,,
,H064-1,×,"■操作手順
Mキーでフレーム間を移動した際、「メニューフレーム」というタイトルは読まれるものの、「メインコンテンツ」というタイトルは読み上げられなかった。
■音声読み上げ
「iFrame終了　メニュー見出しレベル1」
「iFrame終了　本文へジャンプ画像」",,,,,,
,H064-2,×,"■操作手順
Mキーを押してiFrameに移動しても、「広告」というフレームタイトルは読み上げられなかった。
■音声読み上げ
「iFrameリンク画像　本文へジャンプ」",,,,,,
,H065-1,○,"■操作手順
コンボボックスにフォーカスを移動した際、「検索範囲を選択」もいっしょに読み上げられた。
■音声読み上げ
「検索範囲を選択　コンボボックス　このカテゴリ内　クローズサブメニュー」",,,,,,
,H065-2,○,"■操作手順
Eキーを用いてエディットボックスに移動すると、「エディットボックスオートコンプリート付」と読まれる前に、市外局番、市内局番、加入者番号と読み上げられた。
■音声読み上げ
「市外局番エディットオートコンプリート付　市内局番エディットオートコンプリート付き　加入者番号エディットオートコンプリート付き」",,,,,,
,H065-3,○,"■操作手順
Eキーを用いてエディットボックスに移動すると、「エディットオートコンプリート付」と読まれる前に「検索キーワードを入力」と読み上げられた。
■音声読み上げ
「検索キーワードを入力エディットオートコンプリート付」",,,,,,
,H067,○,"■操作手順
「テスト開始」と読まれた部分で下矢印キーを押したところ、すぐに「テスト終了」と読み上げられた。
■音声読み上げ
「テスト開始　テスト終了」",,,,,,
,H069-1,○,"■操作手順
Hキーを用いて次の見出しに移動できた。また、Shift+Hキーを用いることで、見出しを逆順に移動できた。
■音声読み上げ
1. 「検索技術に関する定期刊行物見出しレベル１ 検索見出しレベル２　ご利用可能な雑誌　検索結果見出しレベル２」
2. 1.を逆に移動",,,,,,
,H070,×,"■操作手順
MキーやShift+Mキーを押すことで、別のフレームにフォーカスを移動することはできたが、各フレームタイトルを読み上げることができなかった。
■音声読み上げ
「iFrame終了　メニュー見出しレベル1
iFrame終了　本文へジャンプ画像リンク」",,,,,,
,H071-1,×,"■操作手順
Rキーを用いてラジオボタン間を移動したが、「ウィリアム・シェイクスピア」などの項目は読み上げられるものの、「ハムレット の作者は？」が項目の前に付加されて読み上げられなかった。
■音声読み上げ
「ウィリアム・シェイクスピアラジオボタンチェック済　ラドヤード・キップリングラジオボタンチェックなし　ジョージ・バーナード・ショーラジオボタンチェックなし　アーネスト・ヘミングウェイラジオボタンチェックなし　チャールズ・ディケンズラジオボタンチェックなし」
",,,,,,
,H071-2,×,"■操作手順
Xキーを用いてチェックボックス間を移動したが、「写真」などの項目は読み上げられるものの、「興味のある項目（当てはまるものはすべてチェック）」が項目の前に読み上げられなかった。
■音声読み上げ
「写真チェックボックスチェックなし　水彩画チェックボックスチェック　水彩画 
水彩画
アクリル画チェックボックスチェック」",,,,,,
,H071-3,×,"■操作手順
Rキーを用いてラジオボタン間を移動したが、「ソクラテス」などの項目は読み上げられるものの、「好きな哲学者は？」が項目の前に読み上げられなかった。
■音声読み上げ
「ソクラテスラジオボタンチェックなしプラトンラジオボタンチェックなし　アリストテレスラジオボタンチェックなし」",,,,,,
,H071-4,△,"■操作手順
Tabキーで「自宅住所」の宛先フィールドに移動すると、「宛先」と読み上げられ、さらにTabキーを押すと「郵便番号」と読み上げられた。もう一度Tabキーを押すと、「送付先住所グループ化あて先」と読み上げられ、さらにTabキーを押すと「郵便番号」と読み上げられた。
■音声読み上げ
「あて先　郵便番号　送付先住所グループ化あて先　郵便番号」","legend要素の文言は、最初にTabキーで移動を開始した時には読み上げられないが、グループ間をまたぐ移動を行う際は読み上げられる。Tabキーでの移動では、「送付先住所」のグループに移動したときに「送付先住所グループ化」と読み上げられ、Shift+Tabで戻った場合は「自宅住所」グループに入ったときに「自宅住所グループ化」と読み上げられる。
",,,,,
,H073-1,○,"■操作手順
テーブルの先頭にフォーカスを移動させた際、「勝どき駅前から東京駅へ向かうバスの時刻表。時刻表には、勝どき駅前、築地、銀座4丁目の各バス停での発車時刻、および終点の東京駅丸の内南口バス停への到着時刻が示されている。」という内容が読み上げられた。
■音声読み上げ
「テーブル2行4列のテーブル　勝どき駅前から東京駅へ向かうバスの時刻表。時刻表には、勝どき駅前、築地、銀座4丁目の各バス停での発車時刻、および終点の東京駅丸の内南口バス停への到着時刻が示されている。」",,,,,,
,H073-2,○,"■操作手順
テーブルの先頭にフォーカスを移動させた際、「勝どき駅前から東京駅へ向かうバスの時刻表。時刻表には、勝どき駅前、築地、銀座4丁目の各バス停での発車時刻、および終点の東京駅丸の内南口バス停への到着時刻が示されている。」という内容が読み上げられた。
■音声読み上げ
「テーブル2行4列のテーブル　勝どき駅前から東京駅へ向かうバスの時刻表。時刻表には、勝どき駅前、築地、銀座4丁目の各バス停での発車時刻、および終点の東京駅丸の内南口バス停への到着時刻が示されている。」",,,,,,
,H077-1,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H077-2,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H078,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H079,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H080-1,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H080-2,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H080-3,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H081-1,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H081-2,-,,NVDA 2011.1 でのみ再検証実施,,,,,
,H084-1,○,"■操作手順
1. セレクトメニューで月を選択しても何も実行されず、[表示]ボタンを押下するとリンク先が表示された。
■音声読み上げ
「1月のカレンダー」",,,,,,
,H084-2,○,"■操作手順
1. セレクトメニューでオプションを選択しても何も実行されず、[実行]ボタンを押下したときリンク先が表示された。
■音声読み上げ
「りんご」",,,,,,
